Date,Loyalty Number (0=Not on scheme),Basket
29,4300939992,"['Utensils', 'Sports and Energy', 'Coffee']"
29,0,"['Crumpet', 'Cake', 'Fresh Fruit Juice', 'Bananas', 'Eggs', 'Oil', 'Jam']"
29,4301030248,"['Crumpet', 'Sports and Energy', 'Still Water', 'Fresh Pasta', 'Tinned Fruit', 'Cous cous', 'Jam']"
29,0,"['Pitta', 'Fresh Fruit Juice', 'Eggs', 'Fresh Fish', 'Dried Fruit and Nuts', 'Oil', 'Olives', 'Pickles', 'Jam']"
29,4339141736,"['Computer', 'Utensils', 'Cake', 'Tea', 'Coffee', 'Bananas', 'Eggs', 'Olives', 'Icing Sugar']"
29,4301174400,"['Glasses', 'Croissant', 'Lemonade', 'Still Water', 'Gravy', 'Flour']"
29,4300706952,"['Blu Ray', 'Bagel', 'Sports and Energy', 'Bananas', 'Fresh Milk']"
29,0,"['Christmas Cards', 'Blu Ray', 'TV', 'Glasses', 'Sweet Treats', 'Cake', 'Coffee', 'Fresh Beef', 'Fresh Fish', 'Fresh Pasta', 'Fresh Flowers', 'Gravy', 'Oil', 'Cous cous', 'Flour', 'Jam']"
29,0,"['Utensils', 'Glasses', 'Naan', 'Sweet Treats', 'Eggs', 'Fresh Pasta', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Soup']"
29,0,"['Lemonade', 'Sports and Energy', 'Fresh Fruit Juice', 'Coffee']"
29,0,"['Blu Ray', 'Glasses', 'Eggs', 'Fresh Beef']"
29,4300574872,"['Croissant', 'Cake', 'Still Water', 'Fresh Beef', 'Fresh Pasta']"
29,0,"['Gravy', 'Cous cous', 'Olives', 'Icing Sugar', 'Jam']"
29,0,"['Blu Ray', 'Computer', 'Fresh Flowers', 'Olives', 'Flour']"
29,4301215360,"['Bagel', 'Pitta', 'Naan', 'Crumpet', 'Sweet Treats', 'Cake', 'Eggs', 'Vinegar']"
29,4302548792,"['Christmas Cards', 'Pitta', 'Crumpet', 'Lemonade', 'Fresh Fruit Juice', 'Tea', 'Fresh Flowers', 'Soup', 'Flour']"
29,4300882576,"['Computer', 'Sweet Treats', 'Bananas', 'Eggs', 'Fresh Beef', 'Fresh Fish', 'Fresh Pasta']"
29,0,"['Blu Ray', 'Computer', 'Utensils', 'Fresh Fruit Juice', 'Fresh Milk', 'Fresh Fish', 'Fresh Pasta', 'Fresh Pizza', 'Flour']"
29,0,"['Utensils', 'Glasses', 'Fresh Beef', 'Soup', 'Tinned Fruit', 'Olives', 'Pickles', 'Flour', 'Icing Sugar']"
29,4302350528,"['Christmas Cards', 'Glasses', 'Eggs', 'Olives', 'Jam']"
29,4300514656,"['Croissant', 'Sweet Treats', 'Cake', 'Tea', 'Coffee', 'Fresh Pasta', 'Soup', 'Tinned Fruit', 'Pickles', 'Flour', 'Jam']"
29,4339573104,"['TV', 'Utensils', 'Glasses', 'Fresh Fruit Juice', 'Tinned Fruit', 'Oil', 'Olives']"
29,4300080192,"['TV', 'Fresh Fruit Juice', 'Tea', 'Oil', 'Flour', 'Jam']"
29,0,"['Pitta', 'Fresh Beef', 'Fresh Flowers']"
29,0,"['Christmas Cards', 'Blu Ray', 'Utensils', 'Pitta', 'Naan', 'Lemonade', 'Tea', 'Bananas', 'Fresh Beef', 'Fresh Fish', 'Tinned Fruit']"
29,0,"['Blu Ray', 'Computer', 'Utensils', 'Pitta']"
29,0,"['Christmas Cards', 'Computer', 'Crumpet', 'Lemonade', 'Bananas', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Oil', 'Cous cous', 'Pickles']"
29,4339075696,"['Computer', 'Glasses', 'Croissant', 'Cake', 'Dried Fruit and Nuts']"
29,0,"['TV', 'Glasses', 'Pitta', 'Cake', 'Coffee', 'Gravy', 'Jam']"
29,4302399176,"['Blu Ray', 'TV', 'Utensils', 'Lemonade', 'Still Water', 'Bananas', 'Fresh Beef']"
29,0,"['Croissant', 'Crumpet', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Soup', 'Gravy', 'Vinegar', 'Olives', 'Pickles']"
29,4302786144,"['Utensils', 'Bagel', 'Pitta', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Fish']"
29,4302728800,"['Christmas Cards', 'Utensils', 'Naan', 'Crumpet', 'Cake', 'Lemonade', 'Sports and Energy', 'Fresh Fruit Juice', 'Tea', 'Bananas', 'Eggs', 'Fresh Pizza', 'Fresh Flowers', 'Olives', 'Pickles']"
29,4331341944,"['Lemonade', 'Still Water', 'Coffee', 'Oil', 'Cous cous', 'Olives', 'Flour']"
29,4303082272,"['Blu Ray', 'Computer', 'Jam']"
29,4339485152,"['Utensils', 'Lemonade', 'Tea', 'Coffee', 'Dried Fruit and Nuts', 'Pickles', 'Flour', 'Icing Sugar', 'Jam']"
29,4303250640,"['Pitta', 'Naan', 'Crumpet', 'Fresh Pasta', 'Tinned Fruit', 'Oil', 'Olives', 'Jam']"
29,4300071784,"['Christmas Cards', 'Computer', 'Utensils', 'Bagel', 'Pitta', 'Naan', 'Croissant', 'Crumpet', 'Lemonade', 'Still Water', 'Coffee', 'Bananas', 'Fresh Fish', 'Fresh Pasta', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Soup', 'Cous cous', 'Flour']"
29,4331040424,"['Croissant', 'Sweet Treats', 'Cake']"
29,4302607928,"['Christmas Cards', 'Glasses', 'Sweet Treats', 'Bananas', 'Fresh Pizza', 'Fresh Flowers', 'Soup', 'Oil']"
29,0,"['Utensils', 'Bagel', 'Cake', 'Sports and Energy', 'Coffee', 'Eggs', 'Dried Fruit and Nuts', 'Flour', 'Icing Sugar']"
29,4300604120,"['TV', 'Pitta', 'Crumpet', 'Sweet Treats', 'Tea', 'Bananas', 'Fresh Milk', 'Fresh Flowers', 'Cous cous', 'Pickles', 'Flour', 'Icing Sugar', 'Jam']"
29,4339044080,"['Utensils', 'Crumpet', 'Tea', 'Soup', 'Tinned Fruit', 'Oil', 'Pickles', 'Flour', 'Icing Sugar', 'Jam']"
29,4300888616,"['Glasses', 'Cake', 'Sports and Energy', 'Fresh Fruit Juice', 'Cous cous', 'Vinegar', 'Jam']"
29,0,"['Blu Ray', 'TV', 'Utensils', 'Pitta', 'Cake', 'Lemonade']"
29,4339302984,"['Lemonade', 'Tea', 'Eggs', 'Gravy', 'Oil']"
29,4302798576,"['Christmas Cards', 'Blu Ray', 'Computer', 'Bagel', 'Crumpet', 'Sweet Treats', 'Cake', 'Lemonade', 'Tea']"
29,4302784416,"['Naan', 'Crumpet', 'Sweet Treats', 'Cake', 'Fresh Pizza', 'Olives', 'Pickles']"
29,4302629560,"['TV', 'Computer', 'Bagel', 'Fresh Beef', 'Fresh Fish']"
29,4303339104,"['Pitta', 'Crumpet', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Vinegar', 'Pickles', 'Icing Sugar']"
29,0,"['Christmas Cards', 'Blu Ray', 'Bagel', 'Sweet Treats', 'Fresh Milk', 'Eggs', 'Fresh Pasta', 'Fresh Flowers', 'Cous cous']"
29,4301092696,"['Christmas Cards', 'Utensils', 'Pitta', 'Sports and Energy', 'Fresh Fruit Juice', 'Fresh Flowers', 'Jam']"
29,0,"['TV', 'Computer', 'Lemonade', 'Still Water', 'Dried Fruit and Nuts', 'Gravy', 'Flour']"
29,4302682448,"['Christmas Cards', 'Blu Ray', 'Computer', 'Fresh Flowers']"
29,0,"['Christmas Cards', 'Computer', 'Crumpet', 'Sweet Treats', 'Cake', 'Lemonade', 'Gravy', 'Cous cous', 'Pickles', 'Icing Sugar']"
29,0,"['Pitta', 'Naan', 'Crumpet', 'Sweet Treats', 'Sports and Energy', 'Still Water', 'Bananas']"
29,4331206560,"['Glasses', 'Pitta', 'Naan', 'Sweet Treats', 'Lemonade', 'Dried Fruit and Nuts', 'Vinegar', 'Pickles']"
29,4300879560,"['Christmas Cards', 'TV', 'Pitta', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Bananas', 'Fresh Flowers']"
29,4301030248,"['Christmas Cards', 'TV', 'Naan', 'Cake', 'Lemonade', 'Sports and Energy', 'Fresh Beef', 'Cous cous', 'Vinegar', 'Flour']"
29,4330828000,"['TV', 'Pitta', 'Fresh Milk', 'Fresh Pasta', 'Soup', 'Gravy', 'Icing Sugar']"
29,0,"['Crumpet', 'Eggs', 'Fresh Fish', 'Cous cous', 'Flour']"
29,0,"['Blu Ray', 'Utensils', 'Tea', 'Bananas', 'Fresh Milk', 'Fresh Beef', 'Fresh Pasta', 'Fresh Pizza', 'Cous cous', 'Flour']"
29,4302722400,"['Christmas Cards', 'Utensils', 'Glasses', 'Crumpet', 'Fresh Pasta']"
29,0,"['Christmas Cards', 'Coffee', 'Eggs', 'Fresh Beef', 'Fresh Pizza', 'Fresh Flowers', 'Soup', 'Gravy', 'Oil', 'Pickles', 'Flour', 'Icing Sugar', 'Jam']"
29,4331240912,"['Christmas Cards', 'Naan', 'Lemonade', 'Fresh Fruit Juice', 'Coffee', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Beef', 'Fresh Pasta', 'Fresh Pizza', 'Fresh Flowers', 'Soup', 'Olives']"
29,0,"['Blu Ray', 'Utensils', 'Pitta', 'Naan', 'Sweet Treats', 'Cake', 'Sports and Energy', 'Tea']"
29,4303121800,"['Computer', 'Utensils', 'Naan', 'Still Water', 'Fresh Fruit Juice', 'Coffee', 'Bananas', 'Dried Fruit and Nuts', 'Gravy', 'Olives', 'Icing Sugar']"
29,0,"['Computer', 'Sports and Energy', 'Flour']"
29,4331148280,"['Christmas Cards', 'Blu Ray', 'TV', 'Computer', 'Still Water', 'Soup', 'Tinned Fruit']"
29,4300882576,"['Bagel', 'Eggs', 'Fresh Pasta', 'Fresh Pizza']"
29,0,"['Christmas Cards', 'Lemonade', 'Bananas', 'Fresh Milk', 'Oil', 'Jam']"
29,4331023824,"['TV', 'Bagel', 'Pitta', 'Bananas', 'Fresh Milk', 'Oil', 'Cous cous', 'Vinegar', 'Flour', 'Icing Sugar', 'Jam']"
29,0,"['Blu Ray', 'TV', 'Glasses', 'Naan', 'Croissant', 'Sweet Treats', 'Cake']"
29,4331179472,"['TV', 'Utensils', 'Fresh Beef', 'Tinned Fruit']"
29,0,"['Computer', 'Naan', 'Fresh Fruit Juice', 'Fresh Milk', 'Eggs', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit', 'Gravy', 'Cous cous']"
29,4330997160,"['Cake', 'Still Water', 'Dried Fruit and Nuts', 'Soup', 'Gravy', 'Vinegar', 'Flour', 'Jam']"
29,4302593992,"['Blu Ray', 'TV', 'Glasses', 'Bagel', 'Lemonade', 'Fresh Beef', 'Fresh Pizza', 'Fresh Flowers', 'Soup', 'Olives', 'Flour']"
29,4302377328,"['TV', 'Pitta', 'Naan', 'Cake', 'Tea', 'Coffee', 'Fresh Milk', 'Fresh Beef', 'Fresh Flowers', 'Gravy', 'Oil', 'Vinegar', 'Flour', 'Icing Sugar']"
29,4331309896,"['Utensils', 'Fresh Beef', 'Fresh Fish']"
29,0,"['Bagel', 'Pitta', 'Naan', 'Crumpet', 'Sports and Energy', 'Fresh Beef', 'Fresh Flowers', 'Tinned Fruit', 'Oil', 'Cous cous', 'Olives', 'Pickles', 'Flour', 'Icing Sugar', 'Jam']"
29,4339525464,"['Naan', 'Crumpet', 'Sweet Treats', 'Cake', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Eggs', 'Fresh Fish', 'Fresh Flowers', 'Soup', 'Vinegar', 'Icing Sugar', 'Jam']"
29,4300788800,"['Computer', 'Fresh Pizza']"
29,4331162440,"['Blu Ray', 'Utensils', 'Pitta', 'Cake', 'Fresh Fish', 'Oil', 'Cous cous', 'Jam']"
29,0,"['Christmas Cards', 'Blu Ray', 'Glasses', 'Pitta', 'Naan', 'Croissant', 'Cake', 'Still Water', 'Fresh Beef', 'Fresh Pasta', 'Fresh Flowers']"
29,0,"['Naan', 'Crumpet', 'Sweet Treats', 'Oil', 'Vinegar']"
29,4301159312,['Bananas']
29,0,"['Christmas Cards', 'Blu Ray', 'Utensils', 'Bagel', 'Croissant', 'Lemonade', 'Bananas', 'Fresh Milk', 'Fresh Beef', 'Dried Fruit and Nuts', 'Cous cous', 'Vinegar', 'Olives', 'Pickles']"
29,0,"['Croissant', 'Sweet Treats', 'Cake', 'Bananas', 'Eggs', 'Soup', 'Oil', 'Icing Sugar']"
29,4300547712,"['Utensils', 'Croissant', 'Crumpet', 'Still Water', 'Tea', 'Bananas', 'Flour', 'Icing Sugar']"
29,0,"['Fresh Milk', 'Eggs', 'Fresh Flowers', 'Oil', 'Flour', 'Icing Sugar']"
29,4303103256,"['Lemonade', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Coffee', 'Bananas', 'Vinegar']"
29,4331307304,"['Utensils', 'Croissant', 'Sweet Treats', 'Fresh Milk', 'Fresh Beef', 'Fresh Fish', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Gravy']"
29,0,"['Blu Ray', 'Utensils', 'Pitta', 'Crumpet', 'Sweet Treats', 'Sports and Energy', 'Fresh Fruit Juice', 'Coffee', 'Fresh Beef']"
29,0,"['Blu Ray', 'TV', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Olives', 'Icing Sugar']"
29,0,"['Christmas Cards', 'Blu Ray', 'Utensils', 'Sports and Energy', 'Still Water', 'Coffee', 'Eggs', 'Gravy', 'Oil', 'Jam']"
29,0,"['Croissant', 'Crumpet', 'Sweet Treats', 'Tea', 'Bananas', 'Fresh Milk', 'Eggs', 'Fresh Fish', 'Fresh Flowers', 'Pickles']"
29,0,"['Computer', 'Glasses', 'Coffee', 'Bananas', 'Soup', 'Oil', 'Pickles', 'Icing Sugar']"
29,4303261640,"['Christmas Cards', 'Still Water', 'Fresh Milk', 'Eggs', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Soup', 'Oil', 'Cous cous', 'Pickles', 'Icing Sugar', 'Jam']"
29,4300063808,"['Croissant', 'Lemonade', 'Sports and Energy', 'Still Water', 'Coffee']"
29,0,"['Crumpet', 'Still Water', 'Fresh Fruit Juice', 'Fresh Flowers', 'Oil', 'Vinegar', 'Flour']"
29,4330704696,"['Dried Fruit and Nuts', 'Soup', 'Olives', 'Flour', 'Icing Sugar', 'Jam']"
29,4300857424,"['Christmas Cards', 'Bagel', 'Croissant', 'Sweet Treats', 'Pickles', 'Icing Sugar']"
29,4303023856,"['Coffee', 'Bananas', 'Fresh Pasta', 'Oil', 'Pickles', 'Icing Sugar']"
29,4330808960,"['TV', 'Computer', 'Sports and Energy', 'Coffee', 'Bananas', 'Tinned Fruit', 'Cous cous', 'Vinegar', 'Flour', 'Icing Sugar']"
29,4330824264,"['Pitta', 'Crumpet', 'Cous cous', 'Icing Sugar']"
29,0,"['Glasses', 'Lemonade', 'Still Water', 'Fresh Fruit Juice', 'Fresh Fish', 'Fresh Pasta', 'Gravy', 'Vinegar', 'Jam']"
29,0,"['Computer', 'Pitta', 'Sweet Treats', 'Oil']"
29,4300708464,"['Fresh Milk', 'Fresh Fish', 'Fresh Pizza', 'Soup', 'Gravy', 'Vinegar', 'Pickles']"
29,4303083064,"['Pitta', 'Croissant', 'Crumpet', 'Sweet Treats', 'Still Water', 'Tea', 'Eggs', 'Fresh Pasta', 'Cous cous', 'Jam']"
29,4302484760,"['Cake', 'Fresh Beef', 'Gravy', 'Pickles']"
29,0,"['TV', 'Glasses', 'Fresh Fish', 'Fresh Pizza']"
29,0,"['Fresh Fruit Juice', 'Tea', 'Coffee', 'Fresh Milk', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit']"
29,0,"['Blu Ray', 'TV', 'Computer', 'Glasses', 'Croissant', 'Lemonade', 'Still Water', 'Tea', 'Coffee', 'Eggs', 'Fresh Flowers', 'Tinned Fruit', 'Gravy', 'Cous cous', 'Vinegar', 'Olives', 'Icing Sugar']"
29,4302451200,"['Naan', 'Tea', 'Coffee', 'Fresh Milk', 'Fresh Pasta', 'Fresh Flowers', 'Pickles']"
29,4339015624,"['Blu Ray', 'Pitta', 'Naan', 'Sweet Treats', 'Still Water', 'Fresh Milk', 'Soup', 'Cous cous']"
29,4303252872,"['Blu Ray', 'TV', 'Pitta', 'Crumpet']"
29,4300868496,"['Lemonade', 'Sports and Energy', 'Fresh Pizza', 'Tinned Fruit', 'Gravy', 'Cous cous', 'Flour', 'Jam']"
29,4339512528,"['Blu Ray', 'TV', 'Glasses', 'Fresh Beef', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit', 'Icing Sugar']"
29,0,"['Christmas Cards', 'TV', 'Dried Fruit and Nuts', 'Soup', 'Flour', 'Icing Sugar']"
29,4302993816,"['Utensils', 'Coffee', 'Fresh Milk', 'Eggs', 'Fresh Beef', 'Fresh Fish', 'Fresh Pasta', 'Cous cous', 'Vinegar', 'Icing Sugar']"
29,0,"['Croissant', 'Sweet Treats', 'Still Water', 'Fresh Milk', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Oil', 'Vinegar']"
29,0,"['Blu Ray', 'TV', 'Utensils', 'Glasses', 'Bagel', 'Naan', 'Croissant', 'Crumpet', 'Sweet Treats', 'Cake', 'Coffee', 'Fresh Milk', 'Fresh Fish']"
29,4300763080,"['Christmas Cards', 'TV', 'Glasses', 'Cake', 'Lemonade', 'Still Water', 'Eggs', 'Oil', 'Jam']"
29,0,"['Blu Ray', 'TV', 'Sweet Treats', 'Bananas', 'Fresh Milk', 'Fresh Flowers', 'Dried Fruit and Nuts']"
29,4339222360,"['Blu Ray', 'Eggs', 'Pickles', 'Icing Sugar']"
29,0,"['Computer', 'Glasses', 'Crumpet', 'Sweet Treats', 'Cake', 'Tea', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit', 'Vinegar', 'Pickles', 'Icing Sugar']"
29,0,"['Blu Ray', 'TV', 'Utensils', 'Pitta', 'Naan', 'Lemonade', 'Sports and Energy', 'Still Water', 'Coffee', 'Eggs', 'Soup', 'Tinned Fruit', 'Jam']"
29,0,"['Christmas Cards', 'Glasses', 'Bananas', 'Eggs', 'Fresh Pasta', 'Olives']"
29,0,"['TV', 'Still Water', 'Tea', 'Coffee']"
29,4339531576,"['Utensils', 'Glasses', 'Lemonade', 'Sports and Energy', 'Still Water', 'Tea', 'Eggs', 'Oil', 'Flour']"
29,0,"['Computer', 'Naan', 'Fresh Fish', 'Fresh Pasta', 'Fresh Pizza']"
29,4300880064,"['TV', 'Cous cous', 'Pickles']"
29,0,"['Glasses', 'Fresh Beef', 'Fresh Flowers']"
29,0,"['TV', 'Glasses', 'Crumpet', 'Lemonade', 'Fresh Beef', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Soup', 'Tinned Fruit', 'Cous cous', 'Pickles', 'Flour', 'Jam']"
29,4302527592,"['Croissant', 'Fresh Fish', 'Fresh Pasta']"
29,4300046136,['Pickles']
29,4300777808,"['Computer', 'Pitta', 'Coffee', 'Fresh Pizza', 'Tinned Fruit']"
29,4330706776,"['Bagel', 'Crumpet', 'Cake', 'Sports and Energy', 'Eggs', 'Oil']"
29,4302926696,"['Glasses', 'Lemonade', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Tinned Fruit', 'Cous cous']"
29,4302738856,"['Glasses', 'Pitta', 'Cake', 'Fresh Beef', 'Icing Sugar', 'Jam']"
29,4302605344,"['Christmas Cards', 'TV', 'Tea']"
29,4300950200,"['Utensils', 'Sports and Energy', 'Tea', 'Fresh Milk', 'Fresh Beef', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Gravy', 'Cous cous', 'Vinegar', 'Jam']"
29,0,"['Christmas Cards', 'TV', 'Utensils', 'Bagel', 'Naan', 'Crumpet', 'Sweet Treats', 'Sports and Energy', 'Soup', 'Tinned Fruit', 'Icing Sugar']"
29,4302866552,"['TV', 'Utensils', 'Tea', 'Eggs', 'Pickles']"
29,0,"['Naan', 'Croissant', 'Coffee', 'Fresh Milk', 'Fresh Pasta']"
29,0,"['Christmas Cards', 'TV', 'Glasses', 'Bagel', 'Crumpet', 'Fresh Pizza', 'Olives', 'Pickles']"
29,0,"['Glasses', 'Naan', 'Fresh Beef', 'Fresh Pasta', 'Soup']"
29,4301145368,"['Cake', 'Lemonade', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Fresh Pizza', 'Cous cous']"
29,0,"['TV', 'Naan', 'Crumpet', 'Fresh Pizza', 'Gravy', 'Flour', 'Icing Sugar']"
29,4303002440,"['Christmas Cards', 'Utensils', 'Naan', 'Crumpet', 'Eggs', 'Fresh Beef', 'Tinned Fruit', 'Cous cous', 'Icing Sugar']"
29,0,"['Cake', 'Lemonade', 'Tea', 'Fresh Milk', 'Eggs']"
29,0,"['Christmas Cards', 'TV', 'Croissant', 'Crumpet', 'Fresh Beef', 'Fresh Pizza']"
29,4339058232,"['TV', 'Utensils', 'Bagel', 'Naan', 'Croissant', 'Sweet Treats', 'Cake', 'Fresh Beef', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Tinned Fruit', 'Olives', 'Jam']"
29,4339396904,"['Computer', 'Glasses', 'Bagel', 'Naan', 'Cake', 'Lemonade', 'Tinned Fruit', 'Gravy', 'Cous cous', 'Vinegar', 'Olives', 'Flour']"
29,0,"['Computer', 'Bagel', 'Still Water', 'Fresh Fruit Juice', 'Fresh Fish', 'Fresh Flowers', 'Icing Sugar']"
29,4301212056,"['TV', 'Glasses', 'Pitta', 'Sports and Energy', 'Tinned Fruit', 'Olives', 'Jam']"
29,4300023856,"['Blu Ray', 'TV', 'Computer', 'Sweet Treats', 'Tea', 'Coffee', 'Fresh Fish', 'Soup', 'Tinned Fruit', 'Cous cous', 'Flour', 'Jam']"
29,4301004880,"['Computer', 'Utensils', 'Fresh Flowers']"
29,0,"['Fresh Fruit Juice', 'Coffee', 'Tinned Fruit', 'Icing Sugar']"
29,4302633584,"['Blu Ray', 'TV', 'Sweet Treats', 'Fresh Fish', 'Fresh Flowers']"
29,0,"['Utensils', 'Sports and Energy', 'Still Water', 'Eggs', 'Dried Fruit and Nuts']"
29,0,"['Blu Ray', 'Naan', 'Crumpet', 'Sweet Treats', 'Cake', 'Fresh Pasta']"
29,0,"['Christmas Cards', 'Blu Ray', 'Computer', 'Utensils', 'Glasses', 'Bagel', 'Naan', 'Still Water', 'Dried Fruit and Nuts']"
29,4300088744,"['Blu Ray', 'Glasses', 'Crumpet', 'Lemonade', 'Sports and Energy', 'Still Water', 'Fresh Fruit Juice']"
29,4300024216,"['Naan', 'Fresh Flowers', 'Oil', 'Olives', 'Jam']"
29,0,"['Coffee', 'Dried Fruit and Nuts', 'Vinegar']"
29,4301229880,"['Utensils', 'Still Water', 'Eggs', 'Fresh Pasta', 'Tinned Fruit']"
29,4302730304,"['Naan', 'Crumpet', 'Sweet Treats', 'Bananas', 'Fresh Beef', 'Fresh Fish', 'Fresh Pasta']"
29,4339257712,"['Blu Ray', 'Computer', 'Pitta', 'Crumpet', 'Still Water', 'Fresh Fish', 'Dried Fruit and Nuts', 'Pickles', 'Icing Sugar']"
29,4300720680,"['Naan', 'Coffee', 'Fresh Fish', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Gravy', 'Oil', 'Pickles']"
29,4300614040,"['Christmas Cards', 'Pitta', 'Crumpet', 'Sweet Treats', 'Still Water', 'Coffee', 'Icing Sugar']"
29,0,"['Still Water', 'Fresh Fruit Juice', 'Fresh Pasta', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Pickles', 'Icing Sugar']"
29,4300543400,"['Christmas Cards', 'Bagel', 'Naan', 'Croissant', 'Cake', 'Lemonade', 'Fresh Fish', 'Fresh Flowers', 'Soup', 'Vinegar', 'Pickles', 'Flour']"
29,0,"['Croissant', 'Crumpet', 'Lemonade']"
29,0,"['Naan', 'Fresh Flowers', 'Oil', 'Cous cous', 'Pickles', 'Icing Sugar', 'Jam']"
29,0,"['Coffee', 'Bananas']"
29,4300964568,"['Christmas Cards', 'TV', 'Pitta', 'Fresh Fish', 'Icing Sugar']"
29,4339390296,"['Pitta', 'Naan', 'Sports and Energy', 'Still Water', 'Eggs', 'Olives']"
29,0,"['Fresh Fruit Juice', 'Tea', 'Coffee', 'Bananas', 'Fresh Milk', 'Fresh Pizza', 'Dried Fruit and Nuts', 'Soup', 'Gravy', 'Cous cous', 'Vinegar', 'Pickles', 'Jam']"
29,4300735840,"['Christmas Cards', 'Glasses', 'Croissant', 'Fresh Milk', 'Eggs', 'Fresh Fish', 'Fresh Pasta', 'Fresh Flowers', 'Icing Sugar']"
29,0,"['Christmas Cards', 'Glasses', 'Crumpet', 'Fresh Fruit Juice', 'Fresh Beef', 'Oil', 'Pickles']"
29,0,"['Blu Ray', 'Computer', 'Utensils', 'Still Water', 'Bananas', 'Dried Fruit and Nuts', 'Cous cous', 'Pickles', 'Icing Sugar']"
29,0,"['Glasses', 'Bagel', 'Naan', 'Still Water', 'Fresh Milk', 'Eggs', 'Fresh Beef', 'Fresh Pizza', 'Dried Fruit and Nuts']"
29,4300479664,['TV']
29,4330643680,"['Christmas Cards', 'Blu Ray', 'Glasses', 'Pitta', 'Fresh Fruit Juice', 'Fresh Flowers', 'Soup', 'Cous cous', 'Icing Sugar', 'Jam']"
29,4302461264,"['Pitta', 'Croissant', 'Eggs', 'Soup', 'Pickles']"
29,4300797568,"['Christmas Cards', 'Oil', 'Olives', 'Jam']"
29,0,"['Christmas Cards', 'Glasses', 'Pitta', 'Lemonade', 'Still Water', 'Fresh Fruit Juice', 'Tea', 'Fresh Beef', 'Dried Fruit and Nuts', 'Flour']"
29,0,"['TV', 'Glasses', 'Pitta', 'Sweet Treats', 'Tea', 'Bananas', 'Fresh Beef', 'Fresh Fish', 'Cous cous', 'Pickles', 'Jam']"
29,4300523568,"['Utensils', 'Glasses', 'Cake', 'Lemonade', 'Fresh Flowers', 'Tinned Fruit', 'Flour']"
29,4302985624,"['Utensils', 'Bagel', 'Sweet Treats', 'Still Water', 'Oil', 'Cous cous']"
29,4339365288,"['Utensils', 'Glasses', 'Eggs', 'Fresh Beef', 'Fresh Fish', 'Fresh Pizza', 'Fresh Flowers', 'Dried Fruit and Nuts', 'Soup', 'Cous cous', 'Vinegar', 'Olives', 'Icing Sugar', 'Jam']"
29,4303179856,"['Blu Ray', 'Computer', 'Glasses', 'Bagel', 'Pitta', 'Crumpet', 'Sweet Treats', 'Fresh Fish', 'Soup', 'Pickles']"
29,4330999320,"['Christmas Cards', 'Blu Ray', 'Glasses', 'Crumpet', 'Sweet Treats', 'Cake', 'Lemonade', 'Coffee', 'Fresh Fish', 'Fresh Pasta', 'Flour']"
29,0,"['Blu Ray', 'Bagel', 'Fresh Flowers', 'Soup', 'Gravy', 'Oil', 'Cous cous', 'Icing Sugar']"
29,4302338744,"['Christmas Cards', 'Utensils', 'Fresh Milk', 'Fresh Fish', 'Gravy', 'Cous cous', 'Jam']"
29,4300794264,"['Fresh Fruit Juice', 'Tea', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Gravy', 'Oil']"
29,0,"['Coffee', 'Bananas', 'Fresh Pasta', 'Dried Fruit and Nuts', 'Oil', 'Vinegar', 'Olives']"
29,0,"['Blu Ray', 'Coffee', 'Eggs', 'Fresh Pasta', 'Fresh Pizza', 'Soup', 'Gravy', 'Pickles', 'Jam']"
29,4302607280,"['Sweet Treats', 'Bananas', 'Fresh Fish', 'Fresh Pasta']"
29,4300889264,"['Utensils', 'Glasses', 'Bagel', 'Naan', 'Sweet Treats', 'Still Water', 'Fresh Milk', 'Eggs', 'Fresh Beef', 'Fresh Pasta', 'Fresh Flowers', 'Oil', 'Vinegar']"
